naAromAtom,nAromBond,BCUTc-1l,BCUTc-1h,BCUTp-1h,SpMax1_Bhm,SpMin1_Bhm,SpMin3_Bhm,SpMin4_Bhm,SpMax1_Bhv,SpMax2_Bhv,SpMin1_Bhv,SpMin7_Bhv,SpMax1_Bhe,SpMax3_Bhe,SpMin1_Bhe,SpMin2_Bhe,SpMin4_Bhe,SpMin6_Bhe,SpMin8_Bhe,SpMax1_Bhp,SpMax2_Bhp,SpMax3_Bhp,SpMin1_Bhp,SpMax1_Bhi,SpMin1_Bhi,SpMin2_Bhi,SCH-6,VCH-5,SpMAD_Dt,SHaaCH,SaaN,minHBa,maxaaN,hmin,nAtomP,MDEN-22,MDEN-23,MLFER_A,MLFER_BH,piPC5,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nTRing,WTPT-4,WTPT-5,pChemBL
12.0,13.0,-0.379028708,0.396806426,10.39546477,4.008125371,1.972271981,1.78874971,1.4935439,3.908141856,3.605932671,2.060910766,1.285229005,4.0181796610000005,3.662900031,1.937083285,1.682239408,1.38295495,1.018928274,0.913863943,3.889948515,3.577852259,3.442851011,2.088145461,4.058546837,1.907661623,1.629200772,0.340206909,0.0,19.3925635,1.5851311730000002,17.00284612,1.871644857,4.5078276960000006,0.068105392,15.0,1.982703228,2.555772417,0.25,2.377,6.080790951,6.9286755410000005,7.304127085,7.671797687000001,7.913242369,9.099442417999999,7.87097694,4.0,6.025968441,22.16170044,6.86
21.0,23.0,-0.26974968,0.22122091,11.66645061,4.727142241,2.052653334,1.725706302,1.4889373419999998,4.020054507,3.931311701,2.103315775,1.007167592,4.119545099,3.819067524,2.008215665,1.908834343,1.375473114,0.9882479,0.6972416779999999,4.0813706289999985,3.988251187,3.709369763,2.103363076,4.155740179,1.991797267,1.917016144,0.386082763,0.033333333,20.05949394,6.641347722000001,8.614535292000001,0.388138968,4.399705093,0.070001146,25.0,0.543690187,0.766309432,0.359,2.502,6.324974812000001,7.190163705,7.63727959,8.020264052,8.456753342999999,9.486845023999999,14.47215243,5.0,4.982171653,12.64499937,6.24
6.0,6.0,-0.372232116,0.234729485,10.27424891,3.998890848,1.905963203,1.738648828,1.482401588,3.812626336,3.713909176,1.96891082,1.089510434,3.899833045,3.665979277,1.844537813,1.772452995,1.327704739,1.027898604,0.800940581,3.813596805,3.690160101,3.46071895,1.988752821,3.934108505,1.825146663,1.733236188,0.20693027100000005,0.0,18.48293142,1.818476483,0.0,0.332044624,0.0,0.002317377,9.0,0.25,1.277886208,0.076,2.845,5.460383068,5.631099768,5.791869662000001,5.84173118,6.089611607999999,7.724681372999999,2.973102825,3.0,8.132951997000001,12.94750616,6.9
21.0,23.0,-0.378149509,0.273275193,10.70080716,4.092750223,2.026319075,1.842142401,1.740780002,3.971036935,3.822933254,2.076656597,1.476567751,4.102553917,3.853096104,1.971164965,1.869012643,1.5462179930000002,1.390006789,1.03483358,3.952000059,3.820647569,3.743860434,2.093019427,4.154693829,1.943423413,1.847796878,0.515922614,0.02236068,25.18759674,4.644348931000001,18.15733862,1.757421319,4.835165366,-0.01943315,29.0,3.468499145,2.9829194410000004,0.024,2.518,6.4980468060000005,7.456450042,7.913563879,8.270102087,8.693495366,9.728350516,11.3802304,6.0,8.091356002000001,28.57103481,7.57
22.0,24.0,-0.333166883,0.17047041899999998,12.53576215,4.093625309,2.113108509,1.820816835,1.653666558,4.0492758030000005,3.739710938,2.14832609,1.192677387,4.110175377,3.809775095,2.074844976,1.786013122,1.493292812,1.107009991,0.87116249,4.041819405,3.731202102,3.708536217,2.156377557,4.134105591,2.055540135,1.75717194,0.283505757,0.0,23.20930222,4.888421797,17.44958984,1.923680293,4.856333144,-0.105714286,17.0,2.330408294,0.9088326,0.444,2.4530000000000003,6.577383149,7.463721558,7.942009586,8.377046663,8.671123981000001,9.756173783,12.98680428,5.0,0.0,23.52871883,8.44
17.0,18.0,-0.33400963300000003,0.399226442,11.17012717,4.050985603,1.993103614,1.789681199,1.722998825,3.981526537,3.778377348,2.011202525,1.390348338,4.075811469,3.840632866,1.938476664,1.836641207,1.54668451,1.30253204,1.063319083,3.970974668,3.762536732,3.695531788,2.02025221,4.113991901,1.922385728,1.793242152,0.469416097,0.130929586,21.94920089,3.460752541,12.84882493,1.926120591,4.766352146,-0.130102277,11.0,0.922707997,1.852506603,1.023,2.689,6.267674819,7.0329000389999985,7.434506539,7.840678791,8.100339257,9.271594208,6.5339197910000015,5.0,2.425924548,24.38608948,7.0
12.0,12.0,-0.384003173,0.213466954,11.13511841,3.970945971,1.996288189,1.493916978,1.436086839,3.859301351,3.81575263,1.988019953,1.019341601,3.924539883,3.503929377,1.905219085,1.855554283,1.180117151,0.985939644,0.574240372,3.862606912,3.810486692,3.414346305,1.992416124,3.945827192,1.886997248,1.836584229,0.136082763,0.0,15.61342867,3.497744851,0.0,2.738852093,0.0,0.233996559,22.0,0.5,0.40824829,1.113,1.153,5.586780384,5.705551742000001,5.424261454,5.749492503,5.699920862000001,7.633551142999999,4.385084926,2.0,9.929025147,9.058958117000001,4.57
15.0,17.0,-0.307668908,0.207771201,11.10616508,4.085230678,2.056911277,1.935618397,1.708872542,4.028673162,3.75435791,2.085889862,1.4631346509999998,4.109499262,3.786361304,2.001756014,1.813817418,1.617371926,1.303933709,1.064528376,4.020813329,3.741499731,3.654951105,2.092842345,4.144581547,1.980617585,1.769423102,0.5384940260000001,0.02795085,23.80836601,2.156889578,13.54590916,2.257294475,4.759226316,-0.125274668,18.0,2.955686915,1.366422226,1.006,2.402,6.2697471139999985,7.263466477000001,7.733854582999999,8.125159354,8.542205875,9.561166133,10.39633853,6.0,2.572009602,24.33953272,8.0
17.0,18.0,-0.308952916,0.208532153,10.95039062,4.039604394,1.997166271,1.917710158,1.828416449,3.975739871,3.772629835,2.011808689,1.4868948080000002,4.065879951,3.818437792,1.939999848,1.841611165,1.675849914,1.315559425,1.082254535,3.966282796,3.76054881,3.677563011,2.016263517,4.102889818,1.924900375,1.7950426430000002,0.5006306620000001,0.14067091199999998,21.54973109,3.04442956,13.6851051,2.237524933,5.007384863,-0.16855824,14.0,0.598408481,1.714659407,0.7020000000000001,2.91,6.195680089,6.9433033910000015,7.349441815,7.739403417,7.980141227000001,9.173477814,6.63254366,5.0,2.419098168,24.59680083,7.31
12.0,12.0,-0.379393478,0.210687143,12.1235782,3.990770538,2.010641649,1.820330919,1.785655368,3.945447227,3.795428876,2.042081457,1.4496919,4.017603918,3.742771823,1.95837725,1.833093669,1.5900200480000002,1.3553387069999998,1.018928274,3.937051226,3.791683732,3.5548392860000004,2.055596453,4.031683941,1.950557648,1.809314241,0.534651353,0.091287093,25.97046482,3.445239075,0.0,1.768408267,0.0,-0.385255181,15.0,0.0,0.0,0.003,3.401,6.144453838,6.886148525,7.254641847999999,7.605267917000001,7.888240722999999,9.079273796,4.5023581880000005,7.0,14.4256473,10.41911979,8.35
27.0,31.0,-0.324545017,0.206200385,12.19079091,4.197004315,2.096419621,1.953169605,1.872752969,4.101541084,3.898398534,2.131541099,1.4320654680000002,4.208649778,3.899186549,2.033455788,1.964288529,1.746961604,1.612049722,1.075036156,4.083898922,3.899640214,3.825286187,2.142034621,4.248241861,2.006317216,1.940855673,0.766273975,0.21545042,25.16288484,6.834951352,14.29735442,2.019028303,5.067018219,-0.143117835,31.0,1.066646194,1.229576306,0.336,3.383,6.930647491,8.143753501,8.760685789,9.328182607,9.863216299,10.694100099999998,21.34265763,7.0,2.485099393,21.21134974,8.77
